COUNTY,DATE,RETAIL/RECREATION,GROCERY/PHARMACY,PARKS,TRANSIT/STATIONS,WORKPLACES,RESIDENTIAL
Sonoma,2020-06-04,-36.0,-2.0,24.0,-32.0,-34.0,14.0
Sonoma,2020-06-05,-37.0,-3.0,15.0,-28.0,-33.0,13.0
Sonoma,2020-06-06,-35.0,-1.0,16.0,-25.0,-16.0,8.0
Sonoma,2020-06-07,-34.0,-4.0,29.0,-25.0,-14.0,7.0
Sonoma,2020-06-08,-31.0,-7.0,18.0,-32.0,-31.0,12.0
Sonoma,2020-06-09,-33.0,-4.0,27.0,-33.0,-32.0,12.0
Sonoma,2020-06-10,-31.0,-4.0,31.0,-33.0,-33.0,13.0
Sonoma,2020-06-11,-32.0,-3.0,23.0,-31.0,-33.0,12.0
Sonoma,2020-06-12,-33.0,-4.0,14.0,-32.0,-32.0,13.0
Sonoma,2020-06-13,-30.0,0.0,36.0,-24.0,-14.0,7.0
Sonoma,2020-06-14,-29.0,-2.0,59.0,-24.0,-12.0,5.0
Sonoma,2020-06-15,-31.0,-7.0,23.0,-34.0,-32.0,12.0
Sonoma,2020-06-16,-30.0,-3.0,37.0,-31.0,-32.0,12.0
Sonoma,2020-06-17,-30.0,-4.0,34.0,-29.0,-33.0,12.0
Sonoma,2020-06-18,-27.0,-2.0,41.0,-24.0,-33.0,11.0
Sonoma,2020-06-19,-26.0,-2.0,30.0,-26.0,-32.0,10.0
Sonoma,2020-06-20,-24.0,5.0,48.0,-12.0,-13.0,5.0
Sonoma,2020-06-21,-26.0,2.0,61.0,-18.0,-12.0,3.0
Sonoma,2020-06-22,-27.0,-9.0,34.0,-27.0,-34.0,11.0
Sonoma,2020-06-23,-27.0,-6.0,46.0,-26.0,-33.0,11.0
Sonoma,2020-06-24,-27.0,-6.0,38.0,-27.0,-32.0,11.0
Sonoma,2020-06-25,-26.0,-4.0,43.0,-19.0,-33.0,11.0
Sonoma,2020-06-26,-28.0,-4.0,34.0,-23.0,-31.0,11.0
Sonoma,2020-06-27,-25.0,-2.0,49.0,-13.0,-14.0,5.0
Sonoma,2020-06-28,-24.0,-4.0,55.0,-12.0,-10.0,4.0
Sonoma,2020-06-29,-25.0,-6.0,36.0,-28.0,-31.0,10.0
Sonoma,2020-06-30,-25.0,-5.0,50.0,-32.0,-31.0,10.0
Sonoma,2020-07-01,-23.0,-1.0,36.0,-33.0,-34.0,11.0
Sonoma,2020-07-02,-19.0,3.0,43.0,-28.0,-35.0,10.0
Sonoma,2020-07-03,-20.0,8.0,59.0,-31.0,-53.0,14.0
Sonoma,2020-07-04,-43.0,-1.0,40.0,-36.0,-29.0,8.0
Sonoma,2020-07-05,-29.0,-11.0,33.0,-33.0,-16.0,4.0
Sonoma,2020-07-06,-23.0,-6.0,35.0,-37.0,-37.0,11.0
Sonoma,2020-07-07,-25.0,-5.0,47.0,-32.0,-34.0,11.0
Sonoma,2020-07-08,-25.0,-5.0,38.0,-33.0,-33.0,11.0
Sonoma,2020-07-09,-24.0,-3.0,35.0,-29.0,-34.0,11.0
Sonoma,2020-07-10,-26.0,-3.0,29.0,-35.0,-33.0,11.0
Sonoma,2020-07-11,-25.0,1.0,46.0,-25.0,-14.0,6.0
Sonoma,2020-07-12,-25.0,-3.0,60.0,-30.0,-12.0,5.0
Sonoma,2020-07-13,-25.0,-5.0,37.0,-34.0,-33.0,10.0
Sonoma,2020-07-14,-28.0,-5.0,50.0,-34.0,-34.0,11.0
Sonoma,2020-07-15,-28.0,-6.0,33.0,-36.0,-34.0,12.0
Sonoma,2020-07-16,-28.0,-5.0,36.0,-32.0,-35.0,12.0
Sonoma,2020-07-17,-29.0,-6.0,37.0,-31.0,-34.0,12.0
Sonoma,2020-07-18,-29.0,-2.0,51.0,-24.0,-17.0,6.0
Sonoma,2020-07-19,-27.0,-4.0,58.0,-29.0,-16.0,6.0
Sonoma,2020-07-20,-28.0,-8.0,39.0,-33.0,-35.0,11.0
Sonoma,2020-07-21,-28.0,-7.0,55.0,-34.0,-35.0,12.0
Sonoma,2020-07-22,-28.0,-7.0,39.0,-35.0,-34.0,12.0
Sonoma,2020-07-23,-28.0,-5.0,42.0,-31.0,-35.0,12.0
Sonoma,2020-07-24,-29.0,-4.0,38.0,-34.0,-34.0,11.0
Sonoma,2020-07-25,-28.0,-2.0,55.0,-26.0,-18.0,6.0
Sonoma,2020-07-26,-26.0,-5.0,63.0,-29.0,-16.0,5.0
Sonoma,2020-07-27,-27.0,-9.0,42.0,-35.0,-36.0,11.0
Sonoma,2020-07-28,-28.0,-8.0,57.0,-36.0,-35.0,12.0
Sonoma,2020-07-29,-28.0,-8.0,46.0,-34.0,-35.0,11.0
Sonoma,2020-07-30,-26.0,-6.0,48.0,-31.0,-35.0,11.0
Sonoma,2020-07-31,-27.0,-4.0,40.0,-27.0,-34.0,11.0
Sonoma,2020-08-01,-26.0,1.0,55.0,-21.0,-16.0,6.0
Sonoma,2020-08-02,-26.0,-4.0,62.0,-21.0,-15.0,5.0
Sonoma,2020-08-03,-25.0,-6.0,46.0,-31.0,-35.0,11.0
Sonoma,2020-08-04,-26.0,-4.0,59.0,-31.0,-35.0,11.0
Sonoma,2020-08-05,-25.0,-5.0,49.0,-30.0,-35.0,11.0
Sonoma,2020-08-06,-25.0,-4.0,51.0,-29.0,-36.0,11.0
Sonoma,2020-08-07,-26.0,-2.0,45.0,-31.0,-35.0,11.0
Sonoma,2020-08-08,-24.0,-1.0,60.0,-27.0,-17.0,6.0
Sonoma,2020-08-09,-23.0,-4.0,67.0,-25.0,-15.0,4.0
Sonoma,2020-08-10,-24.0,-7.0,47.0,-31.0,-35.0,10.0
Sonoma,2020-08-11,-25.0,-7.0,56.0,-29.0,-35.0,11.0
Sonoma,2020-08-12,-25.0,-7.0,42.0,-33.0,-35.0,11.0
Sonoma,2020-08-13,-24.0,-5.0,46.0,-34.0,-36.0,11.0
Sonoma,2020-08-14,-25.0,-2.0,42.0,-31.0,-35.0,10.0
Sonoma,2020-08-15,-24.0,1.0,61.0,-30.0,-18.0,6.0
Sonoma,2020-08-16,-23.0,-5.0,35.0,-34.0,-17.0,5.0
Sonoma,2020-08-17,-25.0,-10.0,14.0,-37.0,-37.0,12.0
Sonoma,2020-08-18,-26.0,-7.0,,-32.0,-34.0,11.0
Sonoma,2020-08-19,-27.0,-8.0,6.0,-36.0,-37.0,12.0
Sonoma,2020-08-20,-30.0,-9.0,-2.0,,-37.0,13.0
Sonoma,2020-08-21,-30.0,-8.0,0.0,-35.0,-36.0,13.0
Sonoma,2020-08-22,-29.0,-5.0,1.0,,-18.0,8.0
Sonoma,2020-08-23,-30.0,-11.0,-7.0,,-18.0,7.0
Sonoma,2020-08-24,-29.0,-12.0,-3.0,-42.0,-37.0,12.0
Sonoma,2020-08-25,-28.0,-10.0,15.0,-39.0,-35.0,12.0
Sonoma,2020-08-26,-28.0,-12.0,6.0,-39.0,-34.0,12.0
Sonoma,2020-08-27,-28.0,-11.0,11.0,,-35.0,12.0
Sonoma,2020-08-28,-28.0,-10.0,7.0,-35.0,-33.0,12.0
Sonoma,2020-08-29,-26.0,-8.0,17.0,,-14.0,6.0
Sonoma,2020-08-30,-25.0,-11.0,18.0,,-13.0,6.0
Sonoma,2020-08-31,-26.0,-12.0,9.0,-34.0,-34.0,11.0
Sonoma,2020-09-01,-24.0,-9.0,,-35.0,-34.0,11.0
Sonoma,2020-09-02,-25.0,-9.0,16.0,-33.0,-33.0,11.0
Sonoma,2020-09-03,-24.0,-7.0,19.0,,-35.0,10.0
Sonoma,2020-09-04,-24.0,-3.0,22.0,-31.0,-34.0,10.0
Sonoma,2020-09-05,-23.0,0.0,41.0,,-17.0,5.0
Sonoma,2020-09-06,-21.0,-3.0,71.0,,-17.0,4.0
Sonoma,2020-09-07,-24.0,-6.0,,-47.0,-68.0,18.0
Sonoma,2020-09-08,-24.0,-7.0,12.0,-37.0,-36.0,11.0
Sonoma,2020-09-09,-29.0,-14.0,-11.0,-41.0,-35.0,12.0
Sonoma,2020-09-10,-29.0,-11.0,-6.0,-40.0,-36.0,12.0
Sonoma,2020-09-11,-29.0,-9.0,-10.0,-39.0,-32.0,13.0
Sonoma,2020-09-12,-27.0,-6.0,-8.0,-34.0,-14.0,7.0
Sonoma,2020-09-13,-27.0,-11.0,-7.0,-35.0,-15.0,6.0
Sonoma,2020-09-14,-25.0,-11.0,2.0,-40.0,-33.0,11.0
Sonoma,2020-09-15,-24.0,-8.0,23.0,-42.0,-32.0,11.0
Sonoma,2020-09-16,-26.0,-9.0,17.0,-41.0,-32.0,11.0
Sonoma,2020-09-17,-26.0,-10.0,18.0,-39.0,-34.0,11.0
Sonoma,2020-09-18,-25.0,-7.0,15.0,-39.0,-30.0,10.0
Sonoma,2020-09-19,-23.0,-4.0,31.0,-26.0,-10.0,5.0
Sonoma,2020-09-20,-22.0,-8.0,25.0,-31.0,-11.0,4.0
Sonoma,2020-09-21,-24.0,-10.0,11.0,-42.0,-33.0,11.0
Sonoma,2020-09-22,-23.0,-8.0,21.0,-43.0,-33.0,11.0
Sonoma,2020-09-23,-25.0,-11.0,10.0,-44.0,-31.0,11.0
Sonoma,2020-09-24,-26.0,-9.0,12.0,-40.0,-33.0,11.0
Sonoma,2020-09-25,-25.0,-9.0,9.0,-38.0,-29.0,10.0
Sonoma,2020-09-26,-23.0,-4.0,24.0,-36.0,-9.0,5.0
Sonoma,2020-09-27,-23.0,-7.0,20.0,-29.0,-9.0,4.0
Sonoma,2020-09-28,-27.0,-13.0,-17.0,-41.0,-43.0,12.0
Sonoma,2020-09-29,-27.0,-12.0,-5.0,-45.0,-38.0,11.0
Sonoma,2020-09-30,-26.0,-12.0,-9.0,-45.0,-35.0,10.0
Sonoma,2020-10-01,-27.0,-12.0,-19.0,-44.0,-34.0,12.0
Sonoma,2020-10-02,-29.0,-10.0,-20.0,-40.0,-32.0,12.0
Sonoma,2020-10-03,-25.0,-8.0,-4.0,-38.0,-13.0,6.0
Sonoma,2020-10-04,-22.0,-10.0,5.0,-34.0,-11.0,4.0
Sonoma,2020-10-05,-23.0,-11.0,-3.0,-39.0,-33.0,10.0
Sonoma,2020-10-06,-23.0,-9.0,10.0,-39.0,-33.0,11.0
Sonoma,2020-10-07,-25.0,-12.0,0.0,-45.0,-31.0,11.0
Sonoma,2020-10-08,-26.0,-12.0,-2.0,-42.0,-33.0,11.0
Sonoma,2020-10-09,-25.0,-10.0,3.0,-43.0,-29.0,11.0
Sonoma,2020-10-10,-23.0,-7.0,-4.0,-42.0,-11.0,6.0
Sonoma,2020-10-11,-20.0,-9.0,21.0,-39.0,-10.0,4.0
Sonoma,2020-10-12,-22.0,-11.0,15.0,-44.0,-35.0,11.0
Sonoma,2020-10-13,-24.0,-9.0,16.0,-44.0,-32.0,11.0
Sonoma,2020-10-14,-25.0,-8.0,5.0,-45.0,-31.0,11.0
Sonoma,2020-10-15,-26.0,-9.0,5.0,-41.0,-32.0,11.0
Sonoma,2020-10-16,-24.0,-7.0,8.0,-39.0,-29.0,11.0
Sonoma,2020-10-17,-21.0,-4.0,23.0,-36.0,-11.0,5.0
Sonoma,2020-10-18,-20.0,-8.0,22.0,-37.0,-11.0,4.0
Sonoma,2020-10-19,-24.0,-11.0,7.0,-44.0,-32.0,11.0
Sonoma,2020-10-20,-24.0,-9.0,14.0,-40.0,-31.0,11.0
Sonoma,2020-10-21,-24.0,-11.0,6.0,-42.0,-30.0,11.0
Sonoma,2020-10-22,-26.0,-11.0,4.0,-40.0,-32.0,11.0
Sonoma,2020-10-23,-25.0,-8.0,4.0,-39.0,-28.0,11.0
Sonoma,2020-10-24,-22.0,-5.0,10.0,-32.0,-9.0,5.0
Sonoma,2020-10-25,-20.0,-8.0,8.0,-40.0,-11.0,4.0
Sonoma,2020-10-26,-22.0,-10.0,4.0,-43.0,-33.0,10.0
Sonoma,2020-10-27,-23.0,-8.0,13.0,-39.0,-32.0,10.0
Sonoma,2020-10-28,-24.0,-9.0,2.0,-45.0,-30.0,11.0
Sonoma,2020-10-29,-24.0,-9.0,1.0,-41.0,-31.0,11.0
Sonoma,2020-10-30,-23.0,-4.0,2.0,-41.0,-28.0,10.0
Sonoma,2020-10-31,-23.0,2.0,14.0,-29.0,-9.0,4.0
Sonoma,2020-11-01,-24.0,-10.0,10.0,-40.0,-11.0,5.0
Sonoma,2020-11-02,-24.0,-10.0,-1.0,-47.0,-31.0,11.0
Sonoma,2020-11-03,-23.0,-7.0,11.0,-48.0,-31.0,11.0
Sonoma,2020-11-04,-28.0,-13.0,-4.0,-52.0,-30.0,12.0
Sonoma,2020-11-05,-27.0,-11.0,-3.0,-45.0,-32.0,12.0
Sonoma,2020-11-06,-27.0,-9.0,-15.0,-48.0,-28.0,12.0
Sonoma,2020-11-07,-22.0,-6.0,8.0,-45.0,-10.0,7.0
Sonoma,2020-11-08,-23.0,-10.0,-13.0,-47.0,-12.0,6.0
Sonoma,2020-11-09,-24.0,-11.0,-7.0,-49.0,-32.0,12.0
Sonoma,2020-11-10,-24.0,-10.0,0.0,-51.0,-31.0,12.0
Sonoma,2020-11-11,-22.0,-9.0,4.0,-52.0,-37.0,13.0
Sonoma,2020-11-12,-27.0,-11.0,-5.0,-49.0,-32.0,12.0
Sonoma,2020-11-13,-31.0,-10.0,-39.0,-54.0,-30.0,14.0
Sonoma,2020-11-14,-23.0,-6.0,-3.0,-45.0,-9.0,7.0
Sonoma,2020-11-15,-23.0,-11.0,1.0,-46.0,-11.0,6.0
Sonoma,2020-11-16,-25.0,-10.0,-4.0,-50.0,-32.0,11.0
Sonoma,2020-11-17,-30.0,-13.0,-40.0,-56.0,-34.0,15.0
Sonoma,2020-11-18,-27.0,-10.0,-24.0,-53.0,-32.0,14.0
Sonoma,2020-11-19,-28.0,-11.0,-11.0,-46.0,-32.0,13.0
Sonoma,2020-11-20,-27.0,-7.0,-13.0,-48.0,-29.0,12.0
Sonoma,2020-11-21,-25.0,-6.0,-5.0,-47.0,-10.0,7.0
Sonoma,2020-11-22,-23.0,-7.0,-5.0,-52.0,-11.0,7.0
Sonoma,2020-11-23,-21.0,-4.0,0.0,-50.0,-34.0,11.0
Sonoma,2020-11-24,-19.0,4.0,12.0,-51.0,-34.0,11.0
Sonoma,2020-11-25,-16.0,18.0,0.0,-48.0,-37.0,12.0
Sonoma,2020-11-26,-66.0,-24.0,-5.0,-69.0,-80.0,23.0
Sonoma,2020-11-27,-32.0,-23.0,14.0,-58.0,-61.0,19.0
Sonoma,2020-11-28,-30.0,-17.0,-1.0,-48.0,-19.0,9.0
Sonoma,2020-11-29,-29.0,-17.0,-5.0,-47.0,-15.0,7.0
Sonoma,2020-11-30,-24.0,-12.0,-13.0,-51.0,-33.0,12.0
Sonoma,2020-12-01,-25.0,-9.0,-4.0,-51.0,-33.0,13.0
Sonoma,2020-12-02,-27.0,-11.0,-7.0,-48.0,-31.0,13.0
Sonoma,2020-12-03,-28.0,-10.0,-9.0,-49.0,-33.0,13.0
Sonoma,2020-12-04,-28.0,-9.0,-11.0,-51.0,-29.0,13.0
Sonoma,2020-12-05,-25.0,-7.0,-11.0,-49.0,-10.0,8.0
Sonoma,2020-12-06,-25.0,-10.0,-7.0,-48.0,-12.0,7.0
Sonoma,2020-12-07,-27.0,-11.0,-7.0,-54.0,-34.0,12.0
Sonoma,2020-12-08,-27.0,-10.0,1.0,-54.0,-32.0,13.0
Sonoma,2020-12-09,-28.0,-12.0,-12.0,-55.0,-32.0,13.0
Sonoma,2020-12-10,-29.0,-10.0,-10.0,-53.0,-33.0,13.0
Sonoma,2020-12-11,-28.0,-7.0,-33.0,-57.0,-30.0,14.0
Sonoma,2020-12-12,-34.0,-8.0,-27.0,-54.0,-16.0,10.0
Sonoma,2020-12-13,-37.0,-17.0,-49.0,-59.0,-21.0,11.0
Sonoma,2020-12-14,-29.0,-12.0,-12.0,-56.0,-34.0,13.0
Sonoma,2020-12-15,-29.0,-10.0,-10.0,-56.0,-35.0,13.0
Sonoma,2020-12-16,-31.0,-11.0,-29.0,-58.0,-34.0,15.0
Sonoma,2020-12-17,-31.0,-10.0,-19.0,-54.0,-36.0,14.0
Sonoma,2020-12-18,-32.0,-9.0,-17.0,-54.0,-33.0,14.0
Sonoma,2020-12-19,-32.0,-7.0,-13.0,-52.0,-17.0,9.0
Sonoma,2020-12-20,-28.0,-7.0,-11.0,-56.0,-16.0,8.0
Sonoma,2020-12-21,-21.0,-3.0,-3.0,-54.0,-37.0,12.0
Sonoma,2020-12-22,-19.0,4.0,7.0,-51.0,-38.0,12.0
Sonoma,2020-12-23,-16.0,15.0,0.0,-53.0,-39.0,13.0
Sonoma,2020-12-24,-29.0,18.0,-5.0,-53.0,-59.0,17.0
Sonoma,2020-12-25,-82.0,-60.0,-63.0,-78.0,-83.0,29.0
Sonoma,2020-12-26,-43.0,-23.0,-17.0,-59.0,-31.0,12.0
Sonoma,2020-12-27,-39.0,-21.0,-6.0,-56.0,-22.0,9.0
Sonoma,2020-12-28,-29.0,-13.0,0.0,-57.0,-45.0,16.0
Sonoma,2020-12-29,-28.0,-10.0,20.0,-56.0,-44.0,16.0
Sonoma,2020-12-30,-29.0,-6.0,-2.0,-59.0,-44.0,16.0
Sonoma,2020-12-31,-28.0,12.0,7.0,-59.0,-52.0,17.0
Sonoma,2021-01-01,-55.0,-34.0,1.0,-72.0,-76.0,27.0
Sonoma,2021-01-02,-41.0,-19.0,-40.0,-63.0,-29.0,13.0
Sonoma,2021-01-03,-40.0,-21.0,-23.0,-56.0,-21.0,10.0
