COUNTY,DATE,RETAIL/RECREATION,GROCERY/PHARMACY,PARKS,TRANSIT/STATIONS,WORKPLACES,RESIDENTIAL
Alameda,2020-02-15,1.0,0.0,22.0,1.0,0.0,-1.0
Alameda,2020-02-16,7.0,0.0,24.0,5.0,1.0,-2.0
Alameda,2020-02-17,13.0,1.0,55.0,-31.0,-53.0,11.0
Alameda,2020-02-18,-2.0,3.0,21.0,3.0,0.0,0.0
Alameda,2020-02-19,-1.0,0.0,14.0,1.0,0.0,0.0
Alameda,2020-02-20,1.0,1.0,13.0,2.0,0.0,0.0
Alameda,2020-02-21,1.0,1.0,8.0,-1.0,3.0,0.0
Alameda,2020-02-22,1.0,3.0,18.0,-2.0,4.0,-1.0
Alameda,2020-02-23,4.0,4.0,26.0,15.0,3.0,-1.0
Alameda,2020-02-24,0.0,0.0,9.0,0.0,4.0,0.0
Alameda,2020-02-25,1.0,2.0,26.0,5.0,3.0,-1.0
Alameda,2020-02-26,2.0,2.0,20.0,3.0,2.0,-1.0
Alameda,2020-02-27,4.0,4.0,23.0,4.0,2.0,-1.0
Alameda,2020-02-28,3.0,5.0,8.0,0.0,4.0,0.0
Alameda,2020-02-29,2.0,7.0,14.0,-4.0,3.0,-1.0
Alameda,2020-03-01,6.0,9.0,15.0,1.0,4.0,0.0
Alameda,2020-03-02,4.0,7.0,7.0,-1.0,3.0,0.0
Alameda,2020-03-03,5.0,12.0,41.0,0.0,1.0,-1.0
Alameda,2020-03-04,1.0,6.0,23.0,-3.0,1.0,0.0
Alameda,2020-03-05,1.0,6.0,12.0,-5.0,-1.0,1.0
Alameda,2020-03-06,1.0,5.0,-1.0,-7.0,0.0,2.0
Alameda,2020-03-07,-6.0,4.0,-23.0,-14.0,1.0,3.0
Alameda,2020-03-08,-2.0,4.0,14.0,-8.0,1.0,1.0
Alameda,2020-03-09,0.0,6.0,18.0,-15.0,-6.0,4.0
Alameda,2020-03-10,-1.0,8.0,29.0,-15.0,-9.0,4.0
Alameda,2020-03-11,-1.0,7.0,31.0,-18.0,-12.0,5.0
Alameda,2020-03-12,-1.0,16.0,26.0,-25.0,-16.0,7.0
Alameda,2020-03-13,-6.0,26.0,3.0,-30.0,-17.0,8.0
Alameda,2020-03-14,-25.0,11.0,-55.0,-39.0,-8.0,9.0
Alameda,2020-03-15,-25.0,6.0,-41.0,-36.0,-11.0,8.0
Alameda,2020-03-16,-6.0,39.0,-18.0,-44.0,-36.0,14.0
Alameda,2020-03-17,-44.0,-4.0,-10.0,-61.0,-59.0,26.0
Alameda,2020-03-18,-46.0,-10.0,-10.0,-64.0,-60.0,27.0
Alameda,2020-03-19,-45.0,-9.0,16.0,-66.0,-61.0,27.0
Alameda,2020-03-20,-49.0,-10.0,0.0,-65.0,-59.0,28.0
Alameda,2020-03-21,-58.0,-18.0,-10.0,-60.0,-39.0,18.0
Alameda,2020-03-22,-57.0,-24.0,-1.0,-61.0,-40.0,15.0
Alameda,2020-03-23,-49.0,-23.0,-23.0,-71.0,-63.0,28.0
Alameda,2020-03-24,-51.0,-21.0,-33.0,-72.0,-65.0,30.0
Alameda,2020-03-25,-49.0,-20.0,-4.0,-70.0,-64.0,29.0
Alameda,2020-03-26,-49.0,-19.0,-2.0,-71.0,-64.0,29.0
Alameda,2020-03-27,-52.0,-20.0,-11.0,-70.0,-62.0,30.0
Alameda,2020-03-28,-61.0,-26.0,-49.0,-68.0,-44.0,20.0
Alameda,2020-03-29,-58.0,-27.0,-14.0,-64.0,-44.0,17.0
Alameda,2020-03-30,-48.0,-23.0,-1.0,-71.0,-64.0,27.0
Alameda,2020-03-31,-48.0,-18.0,6.0,-70.0,-66.0,28.0
Alameda,2020-04-01,-48.0,-18.0,0.0,-70.0,-65.0,28.0
Alameda,2020-04-02,-49.0,-18.0,-1.0,-72.0,-66.0,29.0
Alameda,2020-04-03,-51.0,-17.0,-10.0,-70.0,-64.0,30.0
Alameda,2020-04-04,-62.0,-28.0,-60.0,-69.0,-47.0,21.0
Alameda,2020-04-05,-65.0,-36.0,-61.0,-72.0,-49.0,18.0
Alameda,2020-04-06,-53.0,-29.0,-46.0,-75.0,-67.0,30.0
Alameda,2020-04-07,-50.0,-20.0,4.0,-70.0,-66.0,29.0
Alameda,2020-04-08,-53.0,-24.0,-13.0,-71.0,-66.0,29.0
Alameda,2020-04-09,-53.0,-23.0,-11.0,-72.0,-67.0,30.0
Alameda,2020-04-10,-53.0,-21.0,-6.0,-70.0,-65.0,31.0
Alameda,2020-04-11,-59.0,-23.0,-30.0,-65.0,-45.0,19.0
Alameda,2020-04-12,-67.0,-38.0,-22.0,-65.0,-46.0,16.0
Alameda,2020-04-13,-51.0,-28.0,-2.0,-70.0,-65.0,28.0
Alameda,2020-04-14,-50.0,-23.0,12.0,-68.0,-65.0,29.0
Alameda,2020-04-15,-54.0,-22.0,3.0,-68.0,-64.0,28.0
Alameda,2020-04-16,-64.0,-22.0,-8.0,-71.0,-65.0,30.0
Alameda,2020-04-17,-65.0,-21.0,-15.0,-70.0,-62.0,30.0
Alameda,2020-04-18,-69.0,-21.0,-12.0,-61.0,-40.0,18.0
Alameda,2020-04-19,-68.0,-27.0,-3.0,-63.0,-41.0,15.0
Alameda,2020-04-20,-63.0,-25.0,-13.0,-70.0,-64.0,28.0
Alameda,2020-04-21,-63.0,-21.0,6.0,-70.0,-64.0,29.0
Alameda,2020-04-22,-63.0,-23.0,10.0,-69.0,-64.0,28.0
Alameda,2020-04-23,-62.0,-21.0,10.0,-70.0,-64.0,29.0
Alameda,2020-04-24,-64.0,-20.0,5.0,-68.0,-61.0,29.0
Alameda,2020-04-25,-67.0,-21.0,-3.0,-60.0,-39.0,18.0
Alameda,2020-04-26,-66.0,-23.0,7.0,-61.0,-40.0,15.0
Alameda,2020-04-27,-61.0,-23.0,3.0,-68.0,-62.0,27.0
Alameda,2020-04-28,-61.0,-19.0,11.0,-67.0,-64.0,20.0
Alameda,2020-04-29,-60.0,-23.0,-4.0,-67.0,-63.0,28.0
Alameda,2020-04-30,-57.0,-20.0,8.0,-68.0,-63.0,28.0
Alameda,2020-05-01,-57.0,-16.0,3.0,-65.0,-60.0,28.0
Alameda,2020-05-02,-62.0,-18.0,-7.0,-58.0,-37.0,17.0
Alameda,2020-05-03,-60.0,-20.0,18.0,-57.0,-36.0,14.0
Alameda,2020-05-04,-54.0,-19.0,6.0,-67.0,-60.0,26.0
Alameda,2020-05-05,-54.0,-13.0,14.0,-66.0,-61.0,26.0
Alameda,2020-05-06,-55.0,-17.0,16.0,-66.0,-61.0,26.0
Alameda,2020-05-07,-55.0,-14.0,19.0,-66.0,-61.0,27.0
Alameda,2020-05-08,-56.0,-11.0,10.0,-64.0,-57.0,26.0
Alameda,2020-05-09,-58.0,-6.0,6.0,-54.0,-33.0,14.0
Alameda,2020-05-10,-58.0,-11.0,4.0,-54.0,-32.0,11.0
Alameda,2020-05-11,-56.0,-24.0,-20.0,-68.0,-59.0,26.0
Alameda,2020-05-12,-55.0,-14.0,3.0,-66.0,-60.0,26.0
Alameda,2020-05-13,-54.0,-17.0,-2.0,-65.0,-59.0,26.0
Alameda,2020-05-14,-54.0,-15.0,4.0,-67.0,-60.0,26.0
Alameda,2020-05-15,-55.0,-14.0,14.0,-65.0,-56.0,25.0
Alameda,2020-05-16,-58.0,-15.0,18.0,-56.0,-31.0,14.0
Alameda,2020-05-17,-59.0,-22.0,-6.0,-60.0,-31.0,14.0
Alameda,2020-05-18,-52.0,-18.0,1.0,-68.0,-58.0,25.0
Alameda,2020-05-19,-51.0,-13.0,16.0,-66.0,-58.0,25.0
Alameda,2020-05-20,-50.0,-14.0,19.0,-65.0,-57.0,25.0
Alameda,2020-05-21,-49.0,-11.0,26.0,-65.0,-58.0,25.0
Alameda,2020-05-22,-50.0,-8.0,25.0,-63.0,-54.0,24.0
Alameda,2020-05-23,-55.0,-11.0,24.0,-54.0,-27.0,13.0
Alameda,2020-05-24,-53.0,-15.0,38.0,-53.0,-28.0,10.0
Alameda,2020-05-25,-52.0,-15.0,55.0,-72.0,-79.0,27.0
Alameda,2020-05-26,-48.0,-11.0,23.0,-65.0,-56.0,24.0
Alameda,2020-05-27,-48.0,-13.0,19.0,-64.0,-55.0,24.0
Alameda,2020-05-28,-48.0,-11.0,25.0,-64.0,-55.0,24.0
Alameda,2020-05-29,-50.0,-12.0,21.0,-60.0,-52.0,24.0
Alameda,2020-05-30,-56.0,-17.0,-1.0,-54.0,-20.0,14.0
Alameda,2020-05-31,-55.0,-21.0,24.0,-50.0,-21.0,12.0
Alameda,2020-06-01,-53.0,-21.0,7.0,-63.0,-56.0,24.0
Alameda,2020-06-02,-53.0,-15.0,16.0,-65.0,-56.0,25.0
Alameda,2020-06-03,-51.0,-13.0,13.0,-63.0,-55.0,24.0
Alameda,2020-06-04,-50.0,-11.0,23.0,-64.0,-55.0,24.0
Alameda,2020-06-05,-52.0,-11.0,11.0,-62.0,-51.0,23.0
Alameda,2020-06-06,-55.0,-11.0,24.0,-52.0,-19.0,12.0
Alameda,2020-06-07,-53.0,-17.0,32.0,-50.0,-21.0,10.0
Alameda,2020-06-08,-47.0,-14.0,26.0,-61.0,-53.0,22.0
Alameda,2020-06-09,-47.0,-9.0,40.0,-61.0,-54.0,22.0
Alameda,2020-06-10,-47.0,-13.0,37.0,-61.0,-53.0,22.0
Alameda,2020-06-11,-47.0,-14.0,37.0,-62.0,-54.0,23.0
Alameda,2020-06-12,-49.0,-15.0,20.0,-60.0,-50.0,22.0
Alameda,2020-06-13,-52.0,-14.0,33.0,-49.0,-16.0,10.0
Alameda,2020-06-14,-52.0,-20.0,43.0,-48.0,-18.0,9.0
Alameda,2020-06-15,-46.0,-20.0,23.0,-60.0,-52.0,21.0
Alameda,2020-06-16,-46.0,-14.0,44.0,-60.0,-53.0,21.0
Alameda,2020-06-17,-46.0,-15.0,40.0,-61.0,-53.0,21.0
Alameda,2020-06-18,-44.0,-12.0,39.0,-61.0,-54.0,21.0
Alameda,2020-06-19,-45.0,-10.0,56.0,-57.0,-50.0,19.0
Alameda,2020-06-20,-50.0,-10.0,32.0,-49.0,-14.0,9.0
Alameda,2020-06-21,-50.0,-15.0,35.0,-47.0,-14.0,7.0
Alameda,2020-06-22,-44.0,-19.0,26.0,-60.0,-54.0,20.0
Alameda,2020-06-23,-43.0,-13.0,39.0,-60.0,-54.0,21.0
Alameda,2020-06-24,-44.0,-14.0,35.0,-60.0,-52.0,21.0
Alameda,2020-06-25,-43.0,-13.0,38.0,-59.0,-53.0,21.0
Alameda,2020-06-26,-46.0,-13.0,26.0,-58.0,-50.0,20.0
Alameda,2020-06-27,-48.0,-14.0,26.0,-48.0,-17.0,10.0
Alameda,2020-06-28,-47.0,-19.0,33.0,-49.0,-15.0,8.0
Alameda,2020-06-29,-38.0,-16.0,27.0,-59.0,-52.0,20.0
Alameda,2020-06-30,-37.0,-11.0,37.0,-59.0,-53.0,20.0
Alameda,2020-07-01,-36.0,-10.0,32.0,-57.0,-53.0,20.0
Alameda,2020-07-02,-32.0,-1.0,38.0,-57.0,-55.0,19.0
Alameda,2020-07-03,-37.0,0.0,47.0,-60.0,-67.0,22.0
Alameda,2020-07-04,-59.0,-19.0,20.0,-54.0,-32.0,11.0
Alameda,2020-07-05,-47.0,-23.0,23.0,-48.0,-21.0,7.0
Alameda,2020-07-06,-37.0,-14.0,23.0,-59.0,-55.0,20.0
Alameda,2020-07-07,-38.0,-9.0,39.0,-58.0,-55.0,21.0
Alameda,2020-07-08,-39.0,-12.0,33.0,-58.0,-53.0,21.0
Alameda,2020-07-09,-38.0,-10.0,38.0,-60.0,-54.0,21.0
Alameda,2020-07-10,-41.0,-11.0,26.0,-59.0,-50.0,20.0
Alameda,2020-07-11,-45.0,-12.0,28.0,-49.0,-17.0,10.0
Alameda,2020-07-12,-43.0,-15.0,35.0,-47.0,-19.0,8.0
Alameda,2020-07-13,-38.0,-15.0,22.0,-60.0,-54.0,20.0
Alameda,2020-07-14,-39.0,-11.0,34.0,-60.0,-54.0,21.0
Alameda,2020-07-15,-39.0,-13.0,30.0,-61.0,-53.0,21.0
Alameda,2020-07-16,-39.0,-12.0,34.0,-62.0,-54.0,21.0
Alameda,2020-07-17,-41.0,-11.0,28.0,-60.0,-50.0,20.0
Alameda,2020-07-18,-45.0,-13.0,30.0,-50.0,-17.0,10.0
Alameda,2020-07-19,-43.0,-17.0,32.0,-49.0,-18.0,8.0
Alameda,2020-07-20,-38.0,-17.0,22.0,-61.0,-54.0,20.0
Alameda,2020-07-21,-39.0,-12.0,32.0,-61.0,-54.0,21.0
Alameda,2020-07-22,-39.0,-14.0,32.0,-61.0,-53.0,21.0
Alameda,2020-07-23,-39.0,-13.0,34.0,-61.0,-53.0,21.0
Alameda,2020-07-24,-41.0,-13.0,23.0,-60.0,-50.0,20.0
Alameda,2020-07-25,-44.0,-14.0,33.0,-49.0,-18.0,9.0
Alameda,2020-07-26,-42.0,-17.0,35.0,-48.0,-20.0,8.0
Alameda,2020-07-27,-37.0,-17.0,25.0,-61.0,-54.0,19.0
Alameda,2020-07-28,-39.0,-13.0,34.0,-61.0,-54.0,20.0
Alameda,2020-07-29,-39.0,-15.0,33.0,-60.0,-54.0,20.0
Alameda,2020-07-30,-39.0,-13.0,33.0,-61.0,-55.0,20.0
Alameda,2020-07-31,-40.0,-12.0,28.0,-58.0,-51.0,19.0
Alameda,2020-08-01,-44.0,-13.0,28.0,-49.0,-19.0,9.0
Alameda,2020-08-02,-41.0,-17.0,36.0,-46.0,-19.0,7.0
Alameda,2020-08-03,-36.0,-15.0,26.0,-59.0,-54.0,19.0
Alameda,2020-08-04,-38.0,-12.0,33.0,-60.0,-55.0,20.0
Alameda,2020-08-05,-39.0,-15.0,12.0,-61.0,-54.0,20.0
Alameda,2020-08-06,-37.0,-12.0,39.0,-61.0,-54.0,20.0
Alameda,2020-08-07,-39.0,-13.0,28.0,-59.0,-51.0,19.0
Alameda,2020-08-08,-42.0,-14.0,31.0,-50.0,-18.0,9.0
Alameda,2020-08-09,-40.0,-16.0,36.0,-48.0,-19.0,7.0
Alameda,2020-08-10,-37.0,-16.0,22.0,-61.0,-54.0,19.0
Alameda,2020-08-11,-37.0,-14.0,36.0,-61.0,-55.0,20.0
Alameda,2020-08-12,-38.0,-16.0,30.0,-62.0,-54.0,20.0
Alameda,2020-08-13,-37.0,-14.0,31.0,-62.0,-55.0,20.0
Alameda,2020-08-14,-39.0,-12.0,18.0,-61.0,-52.0,19.0
Alameda,2020-08-15,-43.0,-13.0,17.0,-51.0,-21.0,9.0
Alameda,2020-08-16,-42.0,-20.0,-1.0,-52.0,-23.0,8.0
Alameda,2020-08-17,-37.0,-18.0,8.0,-62.0,-55.0,20.0
Alameda,2020-08-18,-38.0,-13.0,17.0,-63.0,-54.0,20.0
Alameda,2020-08-19,-39.0,-16.0,-4.0,-63.0,-54.0,21.0
Alameda,2020-08-20,-38.0,-14.0,0.0,-63.0,-55.0,21.0
Alameda,2020-08-21,-41.0,-14.0,-7.0,-61.0,-51.0,20.0
Alameda,2020-08-22,-43.0,-15.0,-13.0,-52.0,-19.0,10.0
Alameda,2020-08-23,-43.0,-19.0,-18.0,-52.0,-21.0,9.0
Alameda,2020-08-24,-38.0,-18.0,-10.0,-63.0,-54.0,21.0
Alameda,2020-08-25,-38.0,-14.0,5.0,-62.0,-54.0,21.0
Alameda,2020-08-26,-39.0,-17.0,4.0,-62.0,-53.0,21.0
Alameda,2020-08-27,-38.0,-15.0,17.0,-61.0,-54.0,21.0
Alameda,2020-08-28,-40.0,-16.0,-1.0,-61.0,-50.0,20.0
Alameda,2020-08-29,-42.0,-16.0,2.0,-52.0,-18.0,9.0
Alameda,2020-08-30,-39.0,-17.0,18.0,-49.0,-19.0,8.0
Alameda,2020-08-31,-38.0,-19.0,0.0,-62.0,-53.0,20.0
Alameda,2020-09-01,-37.0,-13.0,10.0,-61.0,-54.0,20.0
Alameda,2020-09-02,-36.0,-16.0,11.0,-61.0,-53.0,20.0
Alameda,2020-09-03,-35.0,-13.0,11.0,-60.0,-54.0,20.0
Alameda,2020-09-04,-36.0,-11.0,10.0,-59.0,-51.0,18.0
Alameda,2020-09-05,-41.0,-14.0,4.0,-51.0,-21.0,8.0
Alameda,2020-09-06,-40.0,-18.0,2.0,-49.0,-22.0,6.0
Alameda,2020-09-07,-36.0,-17.0,14.0,-71.0,-78.0,23.0
Alameda,2020-09-08,-38.0,-15.0,-3.0,-61.0,-55.0,20.0
Alameda,2020-09-09,-42.0,-21.0,-25.0,-63.0,-54.0,21.0
Alameda,2020-09-10,-39.0,-17.0,-19.0,-63.0,-54.0,21.0
Alameda,2020-09-11,-41.0,-17.0,-30.0,-63.0,-50.0,21.0
Alameda,2020-09-12,-42.0,-16.0,-31.0,-55.0,-18.0,11.0
Alameda,2020-09-13,-41.0,-19.0,-25.0,-56.0,-20.0,10.0
Alameda,2020-09-14,-36.0,-18.0,-19.0,-64.0,-52.0,20.0
Alameda,2020-09-15,-36.0,-14.0,9.0,-62.0,-51.0,20.0
Alameda,2020-09-16,-35.0,-17.0,17.0,-62.0,-51.0,19.0
Alameda,2020-09-17,-35.0,-16.0,20.0,-61.0,-52.0,20.0
Alameda,2020-09-18,-36.0,-16.0,11.0,-60.0,-48.0,18.0
Alameda,2020-09-19,-37.0,-14.0,19.0,-48.0,-16.0,7.0
Alameda,2020-09-20,-37.0,-18.0,22.0,-48.0,-17.0,7.0
Alameda,2020-09-21,-35.0,-18.0,5.0,-63.0,-52.0,19.0
Alameda,2020-09-22,-35.0,-15.0,14.0,-64.0,-52.0,20.0
Alameda,2020-09-23,-35.0,-16.0,10.0,-62.0,-51.0,20.0
Alameda,2020-09-24,-35.0,-15.0,10.0,-62.0,-52.0,20.0
Alameda,2020-09-25,-36.0,-15.0,3.0,-61.0,-48.0,18.0
Alameda,2020-09-26,-38.0,-15.0,13.0,-51.0,-14.0,7.0
Alameda,2020-09-27,-37.0,-18.0,12.0,-50.0,-17.0,7.0
Alameda,2020-09-28,-35.0,-19.0,-9.0,-63.0,-52.0,19.0
Alameda,2020-09-29,-36.0,-15.0,3.0,-63.0,-51.0,20.0
Alameda,2020-09-30,-34.0,-15.0,-4.0,-62.0,-51.0,19.0
Alameda,2020-10-01,-34.0,-14.0,-13.0,-62.0,-51.0,20.0
Alameda,2020-10-02,-37.0,-15.0,-24.0,-60.0,-47.0,19.0
Alameda,2020-10-03,-37.0,-14.0,-11.0,-51.0,-16.0,8.0
Alameda,2020-10-04,-35.0,-17.0,13.0,-49.0,-17.0,7.0
Alameda,2020-10-05,-34.0,-18.0,-6.0,-63.0,-51.0,19.0
Alameda,2020-10-06,-35.0,-14.0,4.0,-62.0,-52.0,19.0
Alameda,2020-10-07,-36.0,-18.0,-5.0,-63.0,-51.0,19.0
Alameda,2020-10-08,-36.0,-16.0,0.0,-62.0,-51.0,20.0
Alameda,2020-10-09,-36.0,-15.0,0.0,-60.0,-47.0,18.0
Alameda,2020-10-10,-37.0,-14.0,4.0,-52.0,-14.0,8.0
Alameda,2020-10-11,-35.0,-17.0,21.0,-49.0,-15.0,7.0
Alameda,2020-10-12,-32.0,-16.0,7.0,-63.0,-54.0,19.0
Alameda,2020-10-13,-35.0,-13.0,11.0,-62.0,-51.0,19.0
Alameda,2020-10-14,-34.0,-15.0,6.0,-62.0,-50.0,19.0
Alameda,2020-10-15,-34.0,-13.0,5.0,-60.0,-51.0,19.0
Alameda,2020-10-16,-35.0,-13.0,-1.0,-58.0,-47.0,18.0
Alameda,2020-10-17,-37.0,-13.0,7.0,-49.0,-15.0,7.0
Alameda,2020-10-18,-35.0,-15.0,19.0,-47.0,-17.0,6.0
Alameda,2020-10-19,-34.0,-17.0,-1.0,-62.0,-51.0,19.0
Alameda,2020-10-20,-34.0,-13.0,11.0,-61.0,-51.0,19.0
Alameda,2020-10-21,-34.0,-14.0,7.0,-61.0,-50.0,19.0
Alameda,2020-10-22,-35.0,-15.0,6.0,-60.0,-51.0,20.0
Alameda,2020-10-23,-35.0,-13.0,-1.0,-59.0,-47.0,18.0
Alameda,2020-10-24,-36.0,-13.0,5.0,-50.0,-14.0,8.0
Alameda,2020-10-25,-35.0,-16.0,10.0,-49.0,-15.0,6.0
Alameda,2020-10-26,-33.0,-16.0,-7.0,-62.0,-51.0,18.0
Alameda,2020-10-27,-33.0,-13.0,8.0,-61.0,-51.0,19.0
Alameda,2020-10-28,-33.0,-14.0,1.0,-62.0,-50.0,19.0
Alameda,2020-10-29,-32.0,-13.0,6.0,-62.0,-50.0,19.0
Alameda,2020-10-30,-33.0,-10.0,0.0,-60.0,-46.0,17.0
Alameda,2020-10-31,-36.0,-8.0,7.0,-50.0,-13.0,7.0
Alameda,2020-11-01,-35.0,-17.0,11.0,-49.0,-17.0,6.0
Alameda,2020-11-02,-32.0,-15.0,-4.0,-63.0,-51.0,18.0
Alameda,2020-11-03,-32.0,-11.0,5.0,-63.0,-52.0,19.0
Alameda,2020-11-04,-36.0,-19.0,-1.0,-65.0,-51.0,20.0
Alameda,2020-11-05,-36.0,-17.0,3.0,-62.0,-50.0,20.0
Alameda,2020-11-06,-36.0,-17.0,-18.0,-62.0,-47.0,20.0
Alameda,2020-11-07,-35.0,-15.0,4.0,-54.0,-13.0,9.0
Alameda,2020-11-08,-36.0,-19.0,-13.0,-54.0,-17.0,8.0
Alameda,2020-11-09,-34.0,-19.0,-17.0,-65.0,-51.0,19.0
Alameda,2020-11-10,-33.0,-14.0,-5.0,-64.0,-51.0,20.0
Alameda,2020-11-11,-29.0,-13.0,-4.0,-67.0,-55.0,21.0
Alameda,2020-11-12,-34.0,-15.0,-7.0,-63.0,-51.0,20.0
Alameda,2020-11-13,-38.0,-16.0,-35.0,-64.0,-47.0,20.0
Alameda,2020-11-14,-37.0,-15.0,-11.0,-56.0,-14.0,9.0
Alameda,2020-11-15,-35.0,-19.0,13.0,-51.0,-16.0,7.0
Alameda,2020-11-16,-34.0,-19.0,-7.0,-64.0,-51.0,19.0
Alameda,2020-11-17,-39.0,-18.0,-35.0,-67.0,-52.0,21.0
Alameda,2020-11-18,-37.0,-16.0,-23.0,-66.0,-51.0,21.0
Alameda,2020-11-19,-35.0,-16.0,-9.0,-64.0,-51.0,21.0
Alameda,2020-11-20,-37.0,-15.0,-12.0,-62.0,-47.0,19.0
Alameda,2020-11-21,-38.0,-15.0,-5.0,-55.0,-13.0,10.0
Alameda,2020-11-22,-37.0,-17.0,2.0,-53.0,-15.0,8.0
Alameda,2020-11-23,-30.0,-13.0,-12.0,-65.0,-53.0,19.0
Alameda,2020-11-24,-28.0,-1.0,0.0,-63.0,-53.0,18.0
Alameda,2020-11-25,-23.0,10.0,-4.0,-62.0,-55.0,17.0
Alameda,2020-11-26,-68.0,-27.0,-5.0,-80.0,-83.0,27.0
Alameda,2020-11-27,-43.0,-31.0,2.0,-68.0,-70.0,24.0
Alameda,2020-11-28,-44.0,-27.0,-10.0,-57.0,-22.0,10.0
Alameda,2020-11-29,-40.0,-26.0,-1.0,-52.0,-18.0,8.0
Alameda,2020-11-30,-34.0,-21.0,-18.0,-65.0,-52.0,20.0
Alameda,2020-12-01,-35.0,-16.0,-7.0,-63.0,-52.0,20.0
Alameda,2020-12-02,-35.0,-17.0,-11.0,-65.0,-51.0,21.0
Alameda,2020-12-03,-35.0,-16.0,-7.0,-64.0,-52.0,21.0
Alameda,2020-12-04,-37.0,-16.0,-14.0,-66.0,-47.0,21.0
Alameda,2020-12-05,-37.0,-14.0,-9.0,-58.0,-13.0,10.0
Alameda,2020-12-06,-36.0,-17.0,-1.0,-56.0,-15.0,9.0
Alameda,2020-12-07,-38.0,-21.0,-17.0,-68.0,-53.0,21.0
Alameda,2020-12-08,-39.0,-17.0,-8.0,-67.0,-53.0,22.0
Alameda,2020-12-09,-39.0,-19.0,-15.0,-68.0,-53.0,22.0
Alameda,2020-12-10,-40.0,-19.0,-10.0,-67.0,-53.0,22.0
Alameda,2020-12-11,-42.0,-20.0,-34.0,-68.0,-50.0,22.0
Alameda,2020-12-12,-43.0,-18.0,-25.0,-62.0,-18.0,13.0
Alameda,2020-12-13,-48.0,-26.0,-57.0,-64.0,-25.0,13.0
Alameda,2020-12-14,-36.0,-20.0,-16.0,-69.0,-53.0,21.0
Alameda,2020-12-15,-37.0,-16.0,-12.0,-68.0,-54.0,21.0
Alameda,2020-12-16,-37.0,-18.0,-16.0,-68.0,-53.0,22.0
Alameda,2020-12-17,-37.0,-17.0,-19.0,-67.0,-54.0,22.0
Alameda,2020-12-18,-39.0,-16.0,-15.0,-64.0,-50.0,21.0
Alameda,2020-12-19,-41.0,-16.0,-11.0,-56.0,-16.0,11.0
Alameda,2020-12-20,-39.0,-17.0,0.0,-55.0,-17.0,10.0
Alameda,2020-12-21,-28.0,-12.0,-1.0,-66.0,-55.0,19.0
Alameda,2020-12-22,-27.0,-2.0,1.0,-65.0,-56.0,19.0
Alameda,2020-12-23,-23.0,8.0,-7.0,-64.0,-56.0,19.0
Alameda,2020-12-24,-33.0,12.0,-5.0,-70.0,-69.0,23.0
Alameda,2020-12-25,-81.0,-59.0,-50.0,-84.0,-85.0,33.0
Alameda,2020-12-26,-52.0,-31.0,-18.0,-63.0,-30.0,14.0
Alameda,2020-12-27,-47.0,-30.0,0.0,-57.0,-21.0,10.0
Alameda,2020-12-28,-35.0,-20.0,-8.0,-68.0,-59.0,22.0
Alameda,2020-12-29,-35.0,-13.0,12.0,-67.0,-60.0,21.0
Alameda,2020-12-30,-32.0,-7.0,-1.0,-67.0,-59.0,21.0
Alameda,2020-12-31,-31.0,9.0,10.0,-70.0,-65.0,22.0
Alameda,2021-01-01,-61.0,-43.0,5.0,-81.0,-81.0,31.0
Alameda,2021-01-02,-52.0,-30.0,-49.0,-65.0,-31.0,15.0
Alameda,2021-01-03,-48.0,-27.0,-18.0,-57.0,-23.0,11.0
Contra Costa,2020-02-15,-1.0,1.0,25.0,7.0,-2.0,-1.0
Contra Costa,2020-02-16,3.0,0.0,35.0,10.0,0.0,-2.0
Contra Costa,2020-02-17,9.0,3.0,70.0,-32.0,-48.0,10.0
Contra Costa,2020-02-18,-1.0,1.0,22.0,2.0,-2.0,0.0
Contra Costa,2020-02-19,-1.0,0.0,12.0,-3.0,0.0,0.0
Contra Costa,2020-02-20,0.0,1.0,19.0,0.0,-1.0,0.0
Contra Costa,2020-02-21,-1.0,2.0,13.0,-1.0,0.0,0.0
Contra Costa,2020-02-22,1.0,5.0,29.0,4.0,2.0,-1.0
Contra Costa,2020-02-23,3.0,6.0,39.0,8.0,4.0,-1.0
Contra Costa,2020-02-24,1.0,2.0,17.0,2.0,4.0,-1.0
Contra Costa,2020-02-25,1.0,3.0,24.0,5.0,4.0,-1.0
Contra Costa,2020-02-26,3.0,3.0,16.0,-1.0,3.0,-1.0
Contra Costa,2020-02-27,3.0,6.0,23.0,3.0,2.0,-1.0
Contra Costa,2020-02-28,2.0,5.0,12.0,2.0,3.0,0.0
Contra Costa,2020-02-29,5.0,8.0,29.0,3.0,1.0,-1.0
Contra Costa,2020-03-01,6.0,8.0,20.0,8.0,4.0,0.0
Contra Costa,2020-03-02,5.0,9.0,7.0,2.0,3.0,-1.0
Contra Costa,2020-03-03,7.0,11.0,28.0,0.0,2.0,-1.0
Contra Costa,2020-03-04,3.0,7.0,21.0,-4.0,2.0,0.0
Contra Costa,2020-03-05,2.0,6.0,19.0,-3.0,1.0,0.0
Contra Costa,2020-03-06,0.0,6.0,2.0,-6.0,1.0,1.0
Contra Costa,2020-03-07,-1.0,5.0,-15.0,-10.0,-1.0,2.0
Contra Costa,2020-03-08,0.0,6.0,13.0,-3.0,2.0,1.0
